Age,Gender,Time
27,"{'Woman': np.float32(23.6035), 'Man': np.float32(76.3965)}",2025-08-01 09:05:41
35,"{'Woman': np.float32(8.653198), 'Man': np.float32(91.3468)}",2025-08-01 09:05:43
27,"{'Woman': np.float32(18.068594), 'Man': np.float32(81.93141)}",2025-08-01 09:05:43
33,"{'Woman': np.float32(9.169916), 'Man': np.float32(90.830086)}",2025-08-01 09:05:45
27,"{'Woman': np.float32(17.091806), 'Man': np.float32(82.908195)}",2025-08-01 09:05:45
33,"{'Woman': np.float32(8.44943), 'Man': np.float32(91.55057)}",2025-08-01 09:05:47
27,"{'Woman': np.float32(16.953463), 'Man': np.float32(83.04654)}",2025-08-01 09:05:47
35,"{'Woman': np.float32(7.923165), 'Man': np.float32(92.076836)}",2025-08-01 09:05:49
26,"{'Woman': np.float32(19.504019), 'Man': np.float32(80.49599)}",2025-08-01 09:05:49
37,"{'Woman': np.float32(29.148739), 'Man': np.float32(70.85126)}",2025-08-01 09:05:49
37,"{'Woman': np.float32(8.251189), 'Man': np.float32(91.7488)}",2025-08-01 09:05:51
25,"{'Woman': np.float32(36.80652), 'Man': np.float32(63.19348)}",2025-08-01 09:05:51
36,"{'Woman': np.float32(8.680251), 'Man': np.float32(91.31975)}",2025-08-01 09:05:54
25,"{'Woman': np.float32(31.057796), 'Man': np.float32(68.9422)}",2025-08-01 09:05:54
34,"{'Woman': np.float32(7.759691), 'Man': np.float32(92.24032)}",2025-08-01 09:05:56
27,"{'Woman': np.float32(18.300034), 'Man': np.float32(81.69997)}",2025-08-01 09:05:56
31,"{'Woman': np.float32(5.7906637), 'Man': np.float32(94.20933)}",2025-08-01 09:05:58
26,"{'Woman': np.float32(38.063725), 'Man': np.float32(61.936275)}",2025-08-01 09:05:58
31,"{'Woman': np.float32(7.796158), 'Man': np.float32(92.20384)}",2025-08-01 09:05:59
26,"{'Woman': np.float32(24.728342), 'Man': np.float32(75.27166)}",2025-08-01 09:05:59
30,"{'Woman': np.float32(7.492893), 'Man': np.float32(92.5071)}",2025-08-01 09:06:01
26,"{'Woman': np.float32(20.045097), 'Man': np.float32(79.9549)}",2025-08-01 09:06:01
33,"{'Woman': np.float32(8.595004), 'Man': np.float32(91.405)}",2025-08-01 09:06:03
28,"{'Woman': np.float32(19.61644), 'Man': np.float32(80.38356)}",2025-08-01 09:06:03
31,"{'Woman': np.float32(8.498782), 'Man': np.float32(91.50121)}",2025-08-01 09:06:06
29,"{'Woman': np.float32(18.690363), 'Man': np.float32(81.30964)}",2025-08-01 09:06:06
32,"{'Woman': np.float32(7.9804564), 'Man': np.float32(92.01954)}",2025-08-01 09:06:07
26,"{'Woman': np.float32(20.1232), 'Man': np.float32(79.8768)}",2025-08-01 09:06:07
32,"{'Woman': np.float32(8.765893), 'Man': np.float32(91.2341)}",2025-08-01 09:06:09
27,"{'Woman': np.float32(46.55157), 'Man': np.float32(53.448425)}",2025-08-01 09:06:09
29,"{'Woman': np.float32(8.849951), 'Man': np.float32(91.15005)}",2025-08-01 09:06:11
27,"{'Woman': np.float32(46.69145), 'Man': np.float32(53.30855)}",2025-08-01 09:06:11
30,"{'Woman': np.float32(9.555934), 'Man': np.float32(90.44407)}",2025-08-01 09:06:13
27,"{'Woman': np.float32(44.373043), 'Man': np.float32(55.626953)}",2025-08-01 09:06:13
30,"{'Woman': np.float32(7.4065404), 'Man': np.float32(92.59345)}",2025-08-01 09:06:16
27,"{'Woman': np.float32(40.40519), 'Man': np.float32(59.59481)}",2025-08-01 09:06:16
29,"{'Woman': np.float32(6.673765), 'Man': np.float32(93.32623)}",2025-08-01 09:06:18
27,"{'Woman': np.float32(47.217133), 'Man': np.float32(52.782867)}",2025-08-01 09:06:18
33,"{'Woman': np.float32(6.343444), 'Man': np.float32(93.656555)}",2025-08-01 09:06:20
27,"{'Woman': np.float32(46.67947), 'Man': np.float32(53.320526)}",2025-08-01 09:06:20
32,"{'Woman': np.float32(7.875232), 'Man': np.float32(92.12477)}",2025-08-01 09:06:22
27,"{'Woman': np.float32(56.736504), 'Man': np.float32(43.263496)}",2025-08-01 09:06:22
29,"{'Woman': np.float32(6.4814463), 'Man': np.float32(93.518555)}",2025-08-01 09:06:24
29,"{'Woman': np.float32(50.869854), 'Man': np.float32(49.13014)}",2025-08-01 09:06:24
31,"{'Woman': np.float32(7.075132), 'Man': np.float32(92.92487)}",2025-08-01 09:06:26
27,"{'Woman': np.float32(58.332188), 'Man': np.float32(41.66781)}",2025-08-01 09:06:26
31,"{'Woman': np.float32(7.269443), 'Man': np.float32(92.73055)}",2025-08-01 09:06:28
27,"{'Woman': np.float32(32.569122), 'Man': np.float32(67.43088)}",2025-08-01 09:06:28
31,"{'Woman': np.float32(8.327728), 'Man': np.float32(91.67227)}",2025-08-01 09:06:30
28,"{'Woman': np.float32(45.77151), 'Man': np.float32(54.228485)}",2025-08-01 09:06:30
30,"{'Woman': np.float32(9.3724575), 'Man': np.float32(90.62753)}",2025-08-01 09:06:33
28,"{'Woman': np.float32(48.87846), 'Man': np.float32(51.121544)}",2025-08-01 09:06:33
34,"{'Woman': np.float32(38.823837), 'Man': np.float32(61.176163)}",2025-08-01 09:06:33
31,"{'Woman': np.float32(9.364858), 'Man': np.float32(90.63515)}",2025-08-01 09:06:35
28,"{'Woman': np.float32(35.577263), 'Man': np.float32(64.42273)}",2025-08-01 09:06:35
33,"{'Woman': np.float32(9.063463), 'Man': np.float32(90.93654)}",2025-08-01 09:06:37
28,"{'Woman': np.float32(29.163002), 'Man': np.float32(70.837)}",2025-08-01 09:06:37
31,"{'Woman': np.float32(8.320187), 'Man': np.float32(91.6798)}",2025-08-01 09:06:39
27,"{'Woman': np.float32(32.716713), 'Man': np.float32(67.28329)}",2025-08-01 09:06:39
32,"{'Woman': np.float32(7.327497), 'Man': np.float32(92.67251)}",2025-08-01 09:06:41
28,"{'Woman': np.float32(47.747784), 'Man': np.float32(52.25222)}",2025-08-01 09:06:41
30,"{'Woman': np.float32(8.669249), 'Man': np.float32(91.33075)}",2025-08-01 09:06:43
27,"{'Woman': np.float32(22.757214), 'Man': np.float32(77.24278)}",2025-08-01 09:06:43
31,"{'Woman': np.float32(8.05388), 'Man': np.float32(91.94612)}",2025-08-01 09:06:45
26,"{'Woman': np.float32(13.715953), 'Man': np.float32(86.28404)}",2025-08-01 09:06:45
31,"{'Woman': np.float32(8.091407), 'Man': np.float32(91.908585)}",2025-08-01 09:06:47
26,"{'Woman': np.float32(27.020813), 'Man': np.float32(72.97919)}",2025-08-01 09:06:47
33,"{'Woman': np.float32(4.112321), 'Man': np.float32(95.88768)}",2025-08-01 09:06:49
27,"{'Woman': np.float32(35.461617), 'Man': np.float32(64.53839)}",2025-08-01 09:06:49
26,"{'Woman': np.float32(31.899267), 'Man': np.float32(68.10074)}",2025-08-01 09:06:51
35,"{'Woman': np.float32(9.327478), 'Man': np.float32(90.672516)}",2025-08-01 09:06:51
31,"{'Woman': np.float32(8.888665), 'Man': np.float32(91.111336)}",2025-08-01 09:06:53
27,"{'Woman': np.float32(34.887127), 'Man': np.float32(65.11287)}",2025-08-01 09:06:53
30,"{'Woman': np.float32(4.9431367), 'Man': np.float32(95.05687)}",2025-08-01 09:06:55
27,"{'Woman': np.float32(26.087513), 'Man': np.float32(73.91248)}",2025-08-01 09:06:55
34,"{'Woman': np.float32(6.3325157), 'Man': np.float32(93.66748)}",2025-08-01 09:06:57
28,"{'Woman': np.float32(30.709913), 'Man': np.float32(69.29009)}",2025-08-01 09:06:57
29,"{'Woman': np.float32(6.0938144), 'Man': np.float32(93.90619)}",2025-08-01 09:06:59
27,"{'Woman': np.float32(38.913544), 'Man': np.float32(61.086456)}",2025-08-01 09:06:59
29,"{'Woman': np.float32(4.1229672), 'Man': np.float32(95.87704)}",2025-08-01 09:07:01
26,"{'Woman': np.float32(20.736328), 'Man': np.float32(79.26367)}",2025-08-01 09:07:01
31,"{'Woman': np.float32(7.4874454), 'Man': np.float32(92.51255)}",2025-08-01 09:07:04
28,"{'Woman': np.float32(26.459003), 'Man': np.float32(73.541)}",2025-08-01 09:07:04
33,"{'Woman': np.float32(8.029365), 'Man': np.float32(91.97063)}",2025-08-01 09:07:05
27,"{'Woman': np.float32(32.01704), 'Man': np.float32(67.982956)}",2025-08-01 09:07:05
30,"{'Woman': np.float32(8.021289), 'Man': np.float32(91.97871)}",2025-08-01 09:07:07
28,"{'Woman': np.float32(27.666218), 'Man': np.float32(72.333786)}",2025-08-01 09:07:07
28,"{'Woman': np.float32(5.3085084), 'Man': np.float32(94.6915)}",2025-08-01 09:07:09
28,"{'Woman': np.float32(17.089273), 'Man': np.float32(82.91073)}",2025-08-01 09:07:09
28,"{'Woman': np.float32(7.2188454), 'Man': np.float32(92.78116)}",2025-08-01 09:07:11
30,"{'Woman': np.float32(22.175074), 'Man': np.float32(77.82493)}",2025-08-01 09:07:11
28,"{'Woman': np.float32(5.401052), 'Man': np.float32(94.598946)}",2025-08-01 09:07:13
27,"{'Woman': np.float32(18.27956), 'Man': np.float32(81.72044)}",2025-08-01 09:07:13
36,"{'Woman': np.float32(9.58622), 'Man': np.float32(90.41379)}",2025-08-01 09:07:15
30,"{'Woman': np.float32(18.631897), 'Man': np.float32(81.3681)}",2025-08-01 09:07:15
36,"{'Woman': np.float32(6.393581), 'Man': np.float32(93.60642)}",2025-08-01 09:07:17
28,"{'Woman': np.float32(17.216715), 'Man': np.float32(82.78328)}",2025-08-01 09:07:17
33,"{'Woman': np.float32(8.257823), 'Man': np.float32(91.74217)}",2025-08-01 09:07:18
30,"{'Woman': np.float32(12.825756), 'Man': np.float32(87.17424)}",2025-08-01 09:07:19
39,"{'Woman': np.float32(8.948025), 'Man': np.float32(91.05198)}",2025-08-01 09:07:20
39,"{'Woman': np.float32(8.780395), 'Man': np.float32(91.21961)}",2025-08-01 09:07:21
41,"{'Woman': np.float32(6.102861), 'Man': np.float32(93.89714)}",2025-08-01 09:07:22
39,"{'Woman': np.float32(8.245557), 'Man': np.float32(91.75445)}",2025-08-01 09:07:23
40,"{'Woman': np.float32(9.875133), 'Man': np.float32(90.12486)}",2025-08-01 09:07:25
41,"{'Woman': np.float32(11.100449), 'Man': np.float32(88.89955)}",2025-08-01 09:07:26
38,"{'Woman': np.float32(12.280339), 'Man': np.float32(87.71966)}",2025-08-01 09:07:27
37,"{'Woman': np.float32(10.974823), 'Man': np.float32(89.02518)}",2025-08-01 09:07:28
39,"{'Woman': np.float32(14.433421), 'Man': np.float32(85.566574)}",2025-08-01 09:07:29
38,"{'Woman': np.float32(11.802744), 'Man': np.float32(88.19726)}",2025-08-01 09:07:30
38,"{'Woman': np.float32(11.51192), 'Man': np.float32(88.488075)}",2025-08-01 09:07:31
35,"{'Woman': np.float32(12.669121), 'Man': np.float32(87.33089)}",2025-08-01 09:07:32
35,"{'Woman': np.float32(11.802634), 'Man': np.float32(88.197365)}",2025-08-01 09:07:33
35,"{'Woman': np.float32(11.815835), 'Man': np.float32(88.184166)}",2025-08-01 09:07:35
35,"{'Woman': np.float32(12.187295), 'Man': np.float32(87.812706)}",2025-08-01 09:07:36
35,"{'Woman': np.float32(11.920838), 'Man': np.float32(88.07916)}",2025-08-01 09:07:37
35,"{'Woman': np.float32(12.137632), 'Man': np.float32(87.86237)}",2025-08-01 09:07:38
35,"{'Woman': np.float32(11.997995), 'Man': np.float32(88.002)}",2025-08-01 09:07:39
35,"{'Woman': np.float32(12.131911), 'Man': np.float32(87.86809)}",2025-08-01 09:07:40
35,"{'Woman': np.float32(11.956896), 'Man': np.float32(88.043106)}",2025-08-01 09:07:41
35,"{'Woman': np.float32(12.1854925), 'Man': np.float32(87.81451)}",2025-08-01 09:07:42
35,"{'Woman': np.float32(12.119604), 'Man': np.float32(87.880394)}",2025-08-01 09:07:43
35,"{'Woman': np.float32(12.133452), 'Man': np.float32(87.866554)}",2025-08-01 09:07:44
35,"{'Woman': np.float32(12.08312), 'Man': np.float32(87.91688)}",2025-08-01 09:07:45
35,"{'Woman': np.float32(12.407949), 'Man': np.float32(87.59205)}",2025-08-01 09:07:46
36,"{'Woman': np.float32(12.620643), 'Man': np.float32(87.379364)}",2025-08-01 09:07:47
36,"{'Woman': np.float32(12.695074), 'Man': np.float32(87.304924)}",2025-08-01 09:07:48
35,"{'Woman': np.float32(12.307221), 'Man': np.float32(87.69278)}",2025-08-01 09:07:50
35,"{'Woman': np.float32(12.111846), 'Man': np.float32(87.88816)}",2025-08-01 09:07:51
35,"{'Woman': np.float32(12.0943365), 'Man': np.float32(87.90566)}",2025-08-01 09:07:52
35,"{'Woman': np.float32(12.481378), 'Man': np.float32(87.51862)}",2025-08-01 09:07:53
35,"{'Woman': np.float32(12.403681), 'Man': np.float32(87.59632)}",2025-08-01 09:07:54
35,"{'Woman': np.float32(12.504774), 'Man': np.float32(87.495224)}",2025-08-01 09:07:55
35,"{'Woman': np.float32(12.549442), 'Man': np.float32(87.45056)}",2025-08-01 09:07:56
35,"{'Woman': np.float32(12.700997), 'Man': np.float32(87.299)}",2025-08-01 09:07:57
35,"{'Woman': np.float32(12.619692), 'Man': np.float32(87.3803)}",2025-08-01 09:07:58
35,"{'Woman': np.float32(12.516382), 'Man': np.float32(87.48361)}",2025-08-01 09:07:59
35,"{'Woman': np.float32(12.449669), 'Man': np.float32(87.55033)}",2025-08-01 09:08:00
35,"{'Woman': np.float32(12.611705), 'Man': np.float32(87.3883)}",2025-08-01 09:08:01
35,"{'Woman': np.float32(12.565533), 'Man': np.float32(87.43447)}",2025-08-01 09:08:02
35,"{'Woman': np.float32(12.681659), 'Man': np.float32(87.31834)}",2025-08-01 09:08:03
36,"{'Woman': np.float32(12.652601), 'Man': np.float32(87.3474)}",2025-08-01 09:08:04
35,"{'Woman': np.float32(12.590366), 'Man': np.float32(87.40963)}",2025-08-01 09:08:05
35,"{'Woman': np.float32(12.733427), 'Man': np.float32(87.26658)}",2025-08-01 09:08:06
35,"{'Woman': np.float32(12.632286), 'Man': np.float32(87.36772)}",2025-08-01 09:08:07
35,"{'Woman': np.float32(12.765808), 'Man': np.float32(87.234184)}",2025-08-01 09:08:08
35,"{'Woman': np.float32(12.481171), 'Man': np.float32(87.51883)}",2025-08-01 09:08:09
36,"{'Woman': np.float32(12.709472), 'Man': np.float32(87.290535)}",2025-08-01 09:08:10
35,"{'Woman': np.float32(12.62334), 'Man': np.float32(87.37666)}",2025-08-01 09:08:11
35,"{'Woman': np.float32(12.845212), 'Man': np.float32(87.154785)}",2025-08-01 09:08:12
35,"{'Woman': np.float32(12.717205), 'Man': np.float32(87.28279)}",2025-08-01 09:08:14
36,"{'Woman': np.float32(12.856465), 'Man': np.float32(87.14353)}",2025-08-01 09:08:15
35,"{'Woman': np.float32(12.527137), 'Man': np.float32(87.47286)}",2025-08-01 09:08:16
35,"{'Woman': np.float32(12.662789), 'Man': np.float32(87.337204)}",2025-08-01 09:08:17
35,"{'Woman': np.float32(12.562208), 'Man': np.float32(87.4378)}",2025-08-01 09:08:18
35,"{'Woman': np.float32(12.824472), 'Man': np.float32(87.17552)}",2025-08-01 09:08:19
36,"{'Woman': np.float32(12.80555), 'Man': np.float32(87.19445)}",2025-08-01 09:08:20
36,"{'Woman': np.float32(12.716558), 'Man': np.float32(87.28344)}",2025-08-01 09:08:21
35,"{'Woman': np.float32(12.732317), 'Man': np.float32(87.267685)}",2025-08-01 09:08:22
35,"{'Woman': np.float32(12.759463), 'Man': np.float32(87.24053)}",2025-08-01 09:08:23
35,"{'Woman': np.float32(12.470309), 'Man': np.float32(87.529686)}",2025-08-01 09:08:24
35,"{'Woman': np.float32(12.661552), 'Man': np.float32(87.33845)}",2025-08-01 09:08:25
36,"{'Woman': np.float32(12.6032715), 'Man': np.float32(87.39673)}",2025-08-01 09:08:26
36,"{'Woman': np.float32(12.760944), 'Man': np.float32(87.23906)}",2025-08-01 09:08:27
35,"{'Woman': np.float32(12.640351), 'Man': np.float32(87.35965)}",2025-08-01 09:08:28
36,"{'Woman': np.float32(12.695604), 'Man': np.float32(87.3044)}",2025-08-01 09:08:29
35,"{'Woman': np.float32(12.491373), 'Man': np.float32(87.50863)}",2025-08-01 09:08:30
35,"{'Woman': np.float32(12.593065), 'Man': np.float32(87.40694)}",2025-08-01 09:08:31
35,"{'Woman': np.float32(12.579492), 'Man': np.float32(87.42051)}",2025-08-01 09:08:32
35,"{'Woman': np.float32(12.564899), 'Man': np.float32(87.43511)}",2025-08-01 09:08:34
35,"{'Woman': np.float32(12.725979), 'Man': np.float32(87.27402)}",2025-08-01 09:08:35
35,"{'Woman': np.float32(12.666262), 'Man': np.float32(87.33374)}",2025-08-01 09:08:36
35,"{'Woman': np.float32(12.677402), 'Man': np.float32(87.3226)}",2025-08-01 09:08:37
35,"{'Woman': np.float32(12.785853), 'Man': np.float32(87.21415)}",2025-08-01 09:08:38
36,"{'Woman': np.float32(12.785405), 'Man': np.float32(87.21459)}",2025-08-01 09:08:39
36,"{'Woman': np.float32(12.707041), 'Man': np.float32(87.29295)}",2025-08-01 09:08:40
36,"{'Woman': np.float32(12.818087), 'Man': np.float32(87.181915)}",2025-08-01 09:08:40
35,"{'Woman': np.float32(12.811729), 'Man': np.float32(87.18827)}",2025-08-01 09:08:41
35,"{'Woman': np.float32(12.691729), 'Man': np.float32(87.30827)}",2025-08-01 09:08:43
35,"{'Woman': np.float32(12.657494), 'Man': np.float32(87.342514)}",2025-08-01 09:08:44
35,"{'Woman': np.float32(12.5702915), 'Man': np.float32(87.42971)}",2025-08-01 09:08:45
36,"{'Woman': np.float32(12.794371), 'Man': np.float32(87.20563)}",2025-08-01 09:08:46
35,"{'Woman': np.float32(12.59226), 'Man': np.float32(87.40774)}",2025-08-01 09:08:47
35,"{'Woman': np.float32(12.68259), 'Man': np.float32(87.317406)}",2025-08-01 09:08:48
35,"{'Woman': np.float32(12.520986), 'Man': np.float32(87.47902)}",2025-08-01 09:08:49
35,"{'Woman': np.float32(12.714217), 'Man': np.float32(87.28578)}",2025-08-01 09:08:50
35,"{'Woman': np.float32(12.726535), 'Man': np.float32(87.27347)}",2025-08-01 09:08:51
35,"{'Woman': np.float32(12.718654), 'Man': np.float32(87.28135)}",2025-08-01 09:08:52
35,"{'Woman': np.float32(12.738238), 'Man': np.float32(87.261765)}",2025-08-01 09:08:53
35,"{'Woman': np.float32(12.733753), 'Man': np.float32(87.26625)}",2025-08-01 09:08:54
35,"{'Woman': np.float32(12.728405), 'Man': np.float32(87.27159)}",2025-08-01 09:08:55
35,"{'Woman': np.float32(12.724924), 'Man': np.float32(87.27508)}",2025-08-01 09:08:56
35,"{'Woman': np.float32(12.7262335), 'Man': np.float32(87.27377)}",2025-08-01 09:08:58
35,"{'Woman': np.float32(12.559767), 'Man': np.float32(87.44023)}",2025-08-01 09:08:59
35,"{'Woman': np.float32(12.5160265), 'Man': np.float32(87.48397)}",2025-08-01 09:09:00
35,"{'Woman': np.float32(12.618041), 'Man': np.float32(87.38196)}",2025-08-01 09:09:01
36,"{'Woman': np.float32(12.694266), 'Man': np.float32(87.30573)}",2025-08-01 09:09:02
36,"{'Woman': np.float32(12.648357), 'Man': np.float32(87.35165)}",2025-08-01 09:09:03
35,"{'Woman': np.float32(12.572598), 'Man': np.float32(87.42741)}",2025-08-01 09:09:04
35,"{'Woman': np.float32(12.772865), 'Man': np.float32(87.22713)}",2025-08-01 09:09:05
35,"{'Woman': np.float32(12.475474), 'Man': np.float32(87.52453)}",2025-08-01 09:09:06
35,"{'Woman': np.float32(12.650222), 'Man': np.float32(87.34978)}",2025-08-01 09:09:07
36,"{'Woman': np.float32(12.7133665), 'Man': np.float32(87.28664)}",2025-08-01 09:09:08
35,"{'Woman': np.float32(12.683906), 'Man': np.float32(87.31609)}",2025-08-01 09:09:09
35,"{'Woman': np.float32(12.589526), 'Man': np.float32(87.41047)}",2025-08-01 09:09:11
35,"{'Woman': np.float32(12.536235), 'Man': np.float32(87.46377)}",2025-08-01 09:09:12
35,"{'Woman': np.float32(12.45531), 'Man': np.float32(87.544685)}",2025-08-01 09:09:13
35,"{'Woman': np.float32(12.5850725), 'Man': np.float32(87.41493)}",2025-08-01 09:09:14
35,"{'Woman': np.float32(12.523951), 'Man': np.float32(87.47605)}",2025-08-01 09:09:15
35,"{'Woman': np.float32(12.558028), 'Man': np.float32(87.44198)}",2025-08-01 09:09:16
35,"{'Woman': np.float32(12.624858), 'Man': np.float32(87.375145)}",2025-08-01 09:09:17
35,"{'Woman': np.float32(12.630134), 'Man': np.float32(87.369865)}",2025-08-01 09:09:18
35,"{'Woman': np.float32(12.58494), 'Man': np.float32(87.41506)}",2025-08-01 09:09:19
36,"{'Woman': np.float32(12.592855), 'Man': np.float32(87.40715)}",2025-08-01 09:09:20
35,"{'Woman': np.float32(12.704047), 'Man': np.float32(87.29595)}",2025-08-01 09:09:21
36,"{'Woman': np.float32(12.572511), 'Man': np.float32(87.42748)}",2025-08-01 09:09:22
36,"{'Woman': np.float32(12.4152775), 'Man': np.float32(87.584724)}",2025-08-01 09:09:23
36,"{'Woman': np.float32(12.629846), 'Man': np.float32(87.370155)}",2025-08-01 09:09:24
36,"{'Woman': np.float32(12.660284), 'Man': np.float32(87.339714)}",2025-08-01 09:09:25
36,"{'Woman': np.float32(12.512845), 'Man': np.float32(87.48715)}",2025-08-01 09:09:26
35,"{'Woman': np.float32(12.570329), 'Man': np.float32(87.42967)}",2025-08-01 09:09:27
36,"{'Woman': np.float32(12.714742), 'Man': np.float32(87.285255)}",2025-08-01 09:09:28
36,"{'Woman': np.float32(12.535602), 'Man': np.float32(87.4644)}",2025-08-01 09:09:29
36,"{'Woman': np.float32(12.489382), 'Man': np.float32(87.51061)}",2025-08-01 09:09:31
36,"{'Woman': np.float32(12.461391), 'Man': np.float32(87.53861)}",2025-08-01 09:09:32
36,"{'Woman': np.float32(12.623051), 'Man': np.float32(87.376945)}",2025-08-01 09:09:33
35,"{'Woman': np.float32(12.630385), 'Man': np.float32(87.369606)}",2025-08-01 09:09:34
35,"{'Woman': np.float32(12.566796), 'Man': np.float32(87.433205)}",2025-08-01 09:09:35
36,"{'Woman': np.float32(12.482692), 'Man': np.float32(87.5173)}",2025-08-01 09:09:36
36,"{'Woman': np.float32(12.503059), 'Man': np.float32(87.49693)}",2025-08-01 09:09:37
36,"{'Woman': np.float32(12.490126), 'Man': np.float32(87.50987)}",2025-08-01 09:09:38
36,"{'Woman': np.float32(12.479906), 'Man': np.float32(87.520096)}",2025-08-01 09:09:39
36,"{'Woman': np.float32(12.307377), 'Man': np.float32(87.69263)}",2025-08-01 09:09:40
36,"{'Woman': np.float32(12.370927), 'Man': np.float32(87.62907)}",2025-08-01 09:09:41
36,"{'Woman': np.float32(12.377839), 'Man': np.float32(87.62216)}",2025-08-01 09:09:42
36,"{'Woman': np.float32(12.499194), 'Man': np.float32(87.50081)}",2025-08-01 09:09:43
35,"{'Woman': np.float32(12.387312), 'Man': np.float32(87.612686)}",2025-08-01 09:09:44
35,"{'Woman': np.float32(12.512189), 'Man': np.float32(87.48781)}",2025-08-01 09:09:45
35,"{'Woman': np.float32(12.515369), 'Man': np.float32(87.48463)}",2025-08-01 09:09:46
35,"{'Woman': np.float32(12.526014), 'Man': np.float32(87.47398)}",2025-08-01 09:09:47
35,"{'Woman': np.float32(12.317648), 'Man': np.float32(87.68236)}",2025-08-01 09:09:48
35,"{'Woman': np.float32(12.546825), 'Man': np.float32(87.45317)}",2025-08-01 09:09:49
35,"{'Woman': np.float32(12.47897), 'Man': np.float32(87.52103)}",2025-08-01 09:09:50
35,"{'Woman': np.float32(12.488173), 'Man': np.float32(87.511826)}",2025-08-01 09:09:51
36,"{'Woman': np.float32(12.442229), 'Man': np.float32(87.55777)}",2025-08-01 09:09:52
36,"{'Woman': np.float32(12.437335), 'Man': np.float32(87.56266)}",2025-08-01 09:09:53
36,"{'Woman': np.float32(12.366415), 'Man': np.float32(87.63358)}",2025-08-01 09:09:54
36,"{'Woman': np.float32(12.307258), 'Man': np.float32(87.69274)}",2025-08-01 09:09:56
36,"{'Woman': np.float32(12.370198), 'Man': np.float32(87.6298)}",2025-08-01 09:09:57
36,"{'Woman': np.float32(12.278119), 'Man': np.float32(87.72188)}",2025-08-01 09:09:57
36,"{'Woman': np.float32(12.400568), 'Man': np.float32(87.59944)}",2025-08-01 09:09:59
36,"{'Woman': np.float32(12.273931), 'Man': np.float32(87.72607)}",2025-08-01 09:10:00
36,"{'Woman': np.float32(12.1076), 'Man': np.float32(87.8924)}",2025-08-01 09:10:01
36,"{'Woman': np.float32(12.053376), 'Man': np.float32(87.94663)}",2025-08-01 09:10:02
35,"{'Woman': np.float32(11.810098), 'Man': np.float32(88.1899)}",2025-08-01 09:10:02
35,"{'Woman': np.float32(11.710048), 'Man': np.float32(88.28995)}",2025-08-01 09:10:03
35,"{'Woman': np.float32(11.2872), 'Man': np.float32(88.7128)}",2025-08-01 09:10:04
35,"{'Woman': np.float32(11.2360735), 'Man': np.float32(88.76392)}",2025-08-01 09:10:06
35,"{'Woman': np.float32(11.292562), 'Man': np.float32(88.707436)}",2025-08-01 09:10:07
35,"{'Woman': np.float32(11.322381), 'Man': np.float32(88.67761)}",2025-08-01 09:10:08
35,"{'Woman': np.float32(11.356577), 'Man': np.float32(88.64342)}",2025-08-01 09:10:09
35,"{'Woman': np.float32(11.034241), 'Man': np.float32(88.96576)}",2025-08-01 09:10:10
36,"{'Woman': np.float32(10.756474), 'Man': np.float32(89.24353)}",2025-08-01 09:10:11
27,"{'Woman': np.float32(26.981428), 'Man': np.float32(73.01858)}",2025-08-01 09:10:12
36,"{'Woman': np.float32(10.652171), 'Man': np.float32(89.347824)}",2025-08-01 09:10:13
36,"{'Woman': np.float32(10.608712), 'Man': np.float32(89.39129)}",2025-08-01 09:10:14
36,"{'Woman': np.float32(10.479301), 'Man': np.float32(89.5207)}",2025-08-01 09:10:15
27,"{'Woman': np.float32(48.730633), 'Man': np.float32(51.269363)}",2025-08-01 09:10:16
28,"{'Woman': np.float32(69.46159), 'Man': np.float32(30.538416)}",2025-08-01 09:10:17
26,"{'Woman': np.float32(71.95189), 'Man': np.float32(28.048117)}",2025-08-01 09:10:18
28,"{'Woman': np.float32(43.254883), 'Man': np.float32(56.745117)}",2025-08-01 09:10:19
26,"{'Woman': np.float32(35.921707), 'Man': np.float32(64.07829)}",2025-08-01 09:10:20
26,"{'Woman': np.float32(28.549723), 'Man': np.float32(71.45027)}",2025-08-01 09:10:21
26,"{'Woman': np.float32(41.652946), 'Man': np.float32(58.347054)}",2025-08-01 09:10:22
25,"{'Woman': np.float32(20.254862), 'Man': np.float32(79.74514)}",2025-08-01 09:10:23
29,"{'Woman': np.float32(18.21204), 'Man': np.float32(81.787964)}",2025-08-01 09:10:24
25,"{'Woman': np.float32(19.354874), 'Man': np.float32(80.645134)}",2025-08-01 09:10:26
26,"{'Woman': np.float32(19.832787), 'Man': np.float32(80.16721)}",2025-08-01 09:10:27
27,"{'Woman': np.float32(17.394045), 'Man': np.float32(82.60595)}",2025-08-01 09:10:27
27,"{'Woman': np.float32(18.628069), 'Man': np.float32(81.37193)}",2025-08-01 09:10:29
28,"{'Woman': np.float32(16.163513), 'Man': np.float32(83.83649)}",2025-08-01 09:10:30
28,"{'Woman': np.float32(18.447523), 'Man': np.float32(81.55248)}",2025-08-01 09:10:31
29,"{'Woman': np.float32(21.540922), 'Man': np.float32(78.45908)}",2025-08-01 09:10:32
29,"{'Woman': np.float32(22.79661), 'Man': np.float32(77.203384)}",2025-08-01 09:10:33
29,"{'Woman': np.float32(24.647465), 'Man': np.float32(75.35254)}",2025-08-01 09:10:34
28,"{'Woman': np.float32(20.54276), 'Man': np.float32(79.457245)}",2025-08-01 09:10:35
